Date,RainTomorrow
2016-09-01,0.27129606684024826
2016-09-02,0.23321226162550615
2016-09-03,0.47275695668359746
2016-09-04,0.28506415087564974
2016-09-05,0.22170710441379435
2016-09-06,0.2099817751803022
2016-09-07,0.20326043912089545
2016-09-08,0.20926838320623817
2016-09-09,0.43348757745290734
2016-09-10,0.4724131459769112
2016-09-11,0.21550235528959638
2016-09-12,0.20774307343655513
2016-09-13,0.19122470279186352
2016-09-14,0.4605510552922293
2016-09-15,0.4635066712024862
2016-09-16,0.2702266952516396
2016-09-17,0.2618300721895415
2016-09-18,0.4229605609288979
2016-09-19,0.38938017065399066
2016-09-20,0.21738421781706085
2016-09-21,0.4697708384393564
2016-09-22,0.20193188813855265
2016-09-23,0.17878704561311853
2016-09-24,0.20213560516619877
2016-09-25,0.43330842849658746
2016-09-26,0.2036874227933159
2016-09-27,0.40625929762542135
2016-09-28,0.3609953384307757
2016-09-29,0.4512398003373224
2016-09-30,0.44925471905405945
2016-10-01,0.4748141510040981
2016-10-02,0.262635759990714
2016-10-03,0.43145430632838266
2016-10-04,0.47135589628923824
2016-10-05,0.37633146567039505
2016-10-06,0.17316967677429507
2016-10-07,0.191777233462287
2016-10-08,0.20316114926807768
2016-10-09,0.18948289263441753
2016-10-10,0.43457133027426553
2016-10-11,0.27497268913230477
2016-10-12,0.2087624220827486
2016-10-13,0.19742489159630527
2016-10-14,0.1856276974068128
2016-10-15,0.18738478953877816
2016-10-16,0.16162125161667545
2016-10-17,0.4495305030963016
2016-10-18,0.29135651256422346
2016-10-19,0.3865011217690373
2016-10-20,0.19562699073940784
2016-10-21,0.18231469941377945
2016-10-22,0.2773028570141331
2016-10-23,0.1818984595467699
2016-10-24,0.18007321722015984
2016-10-25,0.18332612142065796
2016-10-26,0.16150342458531305
2016-10-27,0.1727812253249458
2016-10-28,0.16795124696229793
2016-10-29,0.16029561091204916
2016-10-30,0.16450892352800034
2016-10-31,0.25896088488882846
2016-11-01,0.18200029299385292
2016-11-02,0.18207433723544594
2016-11-03,0.16671783411248026
2016-11-04,0.1603856600875286
2016-11-05,0.19539089747445706
2016-11-06,0.18036592299846932
2016-11-07,0.16029561091204916
2016-11-08,0.15667196263891225
2016-11-09,0.1704490495230441
2016-11-10,0.15670357007698377
2016-11-11,0.15965989383005097
2016-11-12,0.4078492480939004
2016-11-13,0.44782882873468566
2016-11-14,0.41539584550962816
2016-11-15,0.2244696748884139
2016-11-16,0.16809152440961067
2016-11-17,0.1724013324539028
2016-11-18,0.15641736994408204
2016-11-19,0.1680403398431909
2016-11-20,0.1562654728465391
2016-11-21,0.2192562251077187
2016-11-22,0.16104036221521775
2016-11-23,0.4342444321649764
2016-11-24,0.17853960327297672
2016-11-25,0.17014340394966396
2016-11-26,0.1641509699070873
2016-11-27,0.15628187724834403
2016-11-28,0.15789755562711394
2016-11-29,0.1560570210213558
2016-11-30,0.1582410506673017
2016-12-01,0.1558547688785021
2016-12-02,0.15634906053776326
2016-12-03,0.1558547688785021
2016-12-04,0.15976853011627176
2016-12-05,0.15765919908200085
2016-12-06,0.16252302878788427
2016-12-07,0.15614339212152
2016-12-08,0.15585644430382928
2016-12-09,0.24771038321899014
2016-12-10,0.1566124220619752
2016-12-11,0.1579289248463186
2016-12-12,0.1557186176798847
2016-12-13,0.15817153344967594
2016-12-14,0.1905273480313629
2016-12-15,0.16023461157943727
2016-12-16,0.4140633469305115
2016-12-17,0.15985192779325402
2016-12-18,0.16367008839544897
2016-12-19,0.1595427753954529
2016-12-20,0.15641802844696145
2016-12-21,0.3405747900231329
2016-12-22,0.16010731179321397
2016-12-23,0.16089268339995394
2016-12-24,0.1614936260763536
2016-12-25,0.340739811123516
2016-12-26,0.16044867898916382
2016-12-27,0.41547763283880096
2016-12-28,0.16298893265964168
2016-12-29,0.40948434973571235
2016-12-30,0.4128617559637523
2016-12-31,0.34293615876683486
2016-09-01,0.1926259612067725
2016-09-02,0.4359449221518712
2016-09-03,0.39287785084778887
2016-09-04,0.1689530718905823
2016-09-05,0.16777128513080367
2016-09-06,0.18980740676759494
2016-09-07,0.17964149678650543
2016-09-08,0.19190405446752062
2016-09-09,0.1974660028529507
2016-09-10,0.36789398182189637
2016-09-11,0.16548675688193565
2016-09-12,0.17003361881588283
2016-09-13,0.177771235016322
2016-09-14,0.3969585517907933
2016-09-15,0.17066005440290577
2016-09-16,0.1644669830331032
2016-09-17,0.17220152704436537
2016-09-18,0.22761531772147645
2016-09-19,0.3826186858368538
2016-09-20,0.16786395825323505
2016-09-21,0.18090822476113497
2016-09-22,0.33883154464765186
2016-09-23,0.1661239866744544
2016-09-24,0.15902335977595597
2016-09-25,0.18179221027423434
2016-09-26,0.16354897117818998
2016-09-27,0.16338806999358582
2016-09-28,0.15976019682433393
2016-09-29,0.3936759020526272
2016-09-30,0.24473553788175675
2016-10-01,0.16982488343373825
2016-10-02,0.17058505235206753
2016-10-03,0.16148839481132474
2016-10-04,0.16256543047563357
2016-10-05,0.23599662826674442
2016-10-06,0.15387956503810138
2016-10-07,0.1543043394797367
2016-10-08,0.1560076361765906
2016-10-09,0.15564098307734933
2016-10-10,0.16792951416530735
2016-10-11,0.18427395023093512
2016-10-12,0.1638040540276432
2016-10-13,0.18304079691577813
2016-10-14,0.16621372730321654
2016-10-15,0.15813544094780307
2016-10-16,0.15892870251957716
2016-10-17,0.1729245718389367
2016-10-18,0.32336243285060573
2016-10-19,0.15845224325455892
2016-10-20,0.15971224778042556
2016-10-21,0.17471145174276423
2016-10-22,0.4211033624974888
2016-10-23,0.24543612137767823
2016-10-24,0.16214012511730708
2016-10-25,0.17065687002609115
2016-10-26,0.15383777092604906
2016-10-27,0.15679441260917912
2016-10-28,0.42603751890197417
2016-10-29,0.18487380408800125
2016-10-30,0.1779263100435959
2016-10-31,0.21470430423261347
2016-11-01,0.16144277767142476
2016-11-02,0.16012680971550078
2016-11-03,0.15387956503810138
2016-11-04,0.15479719069772124
2016-11-05,0.16590204354316573
2016-11-06,0.16013273494813327
2016-11-07,0.15437241625608591
2016-11-08,0.15452686177851835
2016-11-09,0.3788286687875143
2016-11-10,0.38626024977587564
2016-11-11,0.1668727331805631
2016-11-12,0.40773936323442833
2016-11-13,0.15462613155218027
2016-11-14,0.16051853026549634
2016-11-15,0.22656100207741844
2016-11-16,0.15437241625608591
2016-11-17,0.15523335932473778
2016-11-18,0.15525370561598922
2016-11-19,0.15537118594868235
2016-11-20,0.17726249676402564
2016-11-21,0.1555681714467016
2016-11-22,0.15505863431123046
2016-11-23,0.1560456908377892
2016-11-24,0.1613931945861718
2016-11-25,0.15918810605795436
2016-11-26,0.15493334189633867
2016-11-27,0.17161667023678687
2016-11-28,0.1606567935877155
2016-11-29,0.1646566025106054
2016-12-17,0.222185856844831
2016-12-18,0.16104851938361583
2016-12-19,0.15921524013695382
2016-12-20,0.15534073521903283
2016-12-21,0.1665836773174537
2016-12-22,0.22332273177816012
2016-12-23,0.16051994975836667
2016-12-24,0.16701055980450763
2016-12-25,0.3383730988720052
2016-12-26,0.15847785564048625
2016-12-27,0.33497262661675764
2016-12-28,0.16800686653499522
2016-12-29,0.16959642932097974
2016-12-30,0.15804964800779497
2016-12-31,0.17085866253087525
2016-09-01,0.1794654757107032
2016-09-02,0.4702818209514906
2016-09-03,0.4235786320863928
2016-09-04,0.20718740142391884
2016-09-05,0.18588828587044767
2016-09-06,0.17593266625375412
2016-09-07,0.16592252991641582
2016-09-08,0.1639468593290816
2016-09-09,0.21010643113284252
2016-09-10,0.449855547727552
2016-09-11,0.1874022514859553
2016-09-12,0.18269803295183368
2016-09-13,0.198218004121489
2016-09-14,0.46202553212200537
2016-09-15,0.38064013023582394
2016-09-16,0.38940115717291984
2016-09-17,0.19316002159584278
2016-09-18,0.46068095795234226
2016-09-19,0.3897390205218452
2016-09-20,0.19958692181809995
2016-09-21,0.45723657544010105
2016-09-22,0.4544752309898239
2016-09-23,0.1857256570821097
2016-09-24,0.17621980885400318
2016-09-25,0.3889392957672757
2016-09-26,0.17377234414890794
2016-09-27,0.18073037114982968
2016-09-28,0.1686532999507529
2016-09-29,0.4085802325956021
2016-09-30,0.3962466160883947
2016-10-01,0.18202111658608383
2016-10-02,0.16273295975131838
2016-10-03,0.3848138621545344
2016-10-04,0.21445066826897063
2016-10-05,0.17817067618489715
2016-10-06,0.15630267941602377
2016-10-07,0.1610455221553245
2016-10-08,0.16075185302200656
2016-10-09,0.1608026737681021
2016-10-10,0.1643682063102335
2016-10-11,0.20064600040634736
2016-10-12,0.17613635420908516
2016-10-13,0.17943154661828084
2016-10-14,0.16737795178306683
2016-10-15,0.1611423402804962
2016-10-16,0.1626329012015097
2016-10-17,0.3970544056233757
2016-10-18,0.22128239308759234
2016-10-19,0.1776261131635151
2016-10-20,0.16317429871043101
2016-10-21,0.1608890448682663
2016-10-22,0.39855381745283547
2016-10-23,0.17827102962125843
2016-10-24,0.16974948764233572
2016-10-25,0.16115043589193898
2016-10-26,0.16029624399692358
2016-10-27,0.16104743482132136
2016-10-28,0.16040826900930277
2016-10-29,0.16082766454567896
2016-10-30,0.16212205346645067
2016-10-31,0.3777859125490262
2016-11-01,0.17167088332620042
2016-11-02,0.1619198709826513
2016-11-03,0.1597003383799578
2016-11-04,0.15994644547355083
2016-11-05,0.16617160436961795
2016-11-06,0.16180394590644565
2016-11-07,0.16111281522796864
2016-11-08,0.16179292620086888
2016-11-09,0.3754882707493252
2016-11-10,0.361108157028851
2016-11-11,0.16145783264725336
2016-11-12,0.16347947609333585
2016-11-13,0.1643682063102335
2016-11-14,0.17724215979301858
2016-11-15,0.16522526096652357
2016-11-16,0.16089844557588137
2016-11-17,0.1611679867038277
2016-11-24,0.23833563253415835
2016-11-25,0.197316187632807
2016-11-26,0.16081207447571716
2016-11-30,0.2347527955628291
2016-12-01,0.16164550609491538
2016-12-02,0.15968866589146857
2016-12-03,0.16270559335424747
2016-12-04,0.17659416616815093
2016-12-05,0.17302665400688913
2016-12-06,0.22049737940208433
2016-12-07,0.34454144738897263
2016-12-08,0.17126781425082946
2016-12-09,0.3877746574659037
2016-12-10,0.16103231588620087
2016-12-11,0.16111281522796864
2016-12-12,0.16148377869793762
2016-12-13,0.16270132114895602
2016-12-14,0.16427889696858156
2016-12-15,0.3438602617492456
2016-12-16,0.35772572975130273
2016-12-17,0.16114868514432207
2016-12-18,0.16117071514195241
2016-12-19,0.16115613511083451
2016-12-20,0.16103312979596887
2016-12-21,0.21218568928156187
2016-12-22,0.16136704213709224
2016-12-23,0.16221494870428363
2016-12-24,0.16871826880466315
2016-12-25,0.34227127852245715
2016-12-26,0.17489680783464787
2016-12-27,0.1736477712151208
2016-12-28,0.18001435074065833
2016-12-29,0.17770849636387337
2016-12-30,0.17592721769226227
2016-12-31,0.3463454510176841
2016-09-01,0.16610581859986406
2016-09-02,0.1866408824902076
2016-09-03,0.35592389621809967
2016-09-04,0.1650415568267764
2016-09-05,0.17317418927103126
2016-09-06,0.1864873454070341
2016-09-07,0.16225056134907387
2016-09-08,0.1778082181575712
2016-09-09,0.16422462556783352
2016-09-10,0.37220451209292843
2016-09-11,0.16923414700186667
2016-09-12,0.16481109325619878
2016-09-13,0.16309513251416907
2016-09-14,0.1800079124321401
2016-09-15,0.3892602545697999
2016-09-16,0.4529207069141744
2016-09-17,0.17598771807784194
2016-09-18,0.2707745133001381
2016-09-19,0.22124094919654005
2016-09-20,0.1632328367839113
2016-09-21,0.3625525839508355
2016-09-22,0.3543413364657983
2016-09-23,0.16081237953736055
2016-09-24,0.15710854249489029
2016-09-25,0.16253678682793737
2016-09-26,0.3645999755633466
2016-09-27,0.1647099954635851
2016-09-28,0.16946759468147402
2016-09-29,0.164137263325387
2016-09-30,0.1610431492638778
2016-10-01,0.16084955456202216
2016-10-02,0.15925513697791754
2016-10-03,0.16086462698149032
2016-10-04,0.162330492837925
2016-10-05,0.16251936502920403
2016-10-06,0.15515072502537772
2016-10-07,0.16053078907895107
